document_id,question,answer,difficulty
/languages/German_language.txt,Is -en a inflectional ending in German?,Yes,M
/languages/German_language.txt,Is the majority of German vocabulary derived from Latin and Greek?,No,M
/languages/German_language.txt,"Is it true that Prague (German: Prag) and Budapest (Buda, German: Ofen) were Germanized because of their incorporation into the Habsburg domain?",Yes,H
/languages/German_language.txt,"Are German, Austrian, and Russian the three standardized variants of German? ",No,M
/chinese_dynasties/Han_dynasty.txt,Did Medical physicians have high status in the Han dynasty?,Yes,H
/chinese_dynasties/Han_dynasty.txt,Did slaves belong to one of twenty ranks?,No,M
/chinese_dynasties/Han_dynasty.txt,Was the landowner’s land tax paid in coin cash ,No,M
/chinese_dynasties/Han_dynasty.txt,Did the Xiongnu border the southern edge of Han territory?,No,M
/chinese_dynasties/Han_dynasty.txt,Who helped to begin the Silk Road trade network?,The diplomat Zhang Qian.,H
/chinese_dynasties/Han_dynasty.txt,Who was succeeded by the Han dynasty?,The Three Kingdoms,H
/chinese_dynasties/Han_dynasty.txt,Who presided over the Han government?,The emperor,H
/chinese_dynasties/Han_dynasty.txt,What did Southern and Northern Xiongnu disagree about?,Allyship with Han,M
/chinese_dynasties/Han_dynasty.txt,Which direction is Luoyang to Chang’an? ,East,H
/chinese_dynasties/Han_dynasty.txt,Was the emperor the highest priest in the land during the Han dynasty?,Yes,M
/chinese_dynasties/Han_dynasty.txt,Which parts of The Han empire had to pay their labor tax?,"North, South, and west",H
/chinese_dynasties/Han_dynasty.txt,"In the hierarchical social order, is the emperor at the apex of Han society and government?",Yes,M
/chinese_dynasties/Han_dynasty.txt,Who created central government monopolies administered by former merchants?,Emperor Wu,H
/chinese_dynasties/Han_dynasty.txt,Which character did modern China use to refer to people and language?,Han,M
/chinese_dynasties/Han_dynasty.txt,Did the first imperial dynasty unite the Chinese Warring States by conquest?,Yes.,H
/chinese_dynasties/Han_dynasty.txt,How long did the Eastern Han dynasty last?,205 years,M
/chinese_dynasties/Han_dynasty.txt,Are commanderies smaller than provinces in the Han empire?,Yes,M
/chinese_dynasties/Han_dynasty.txt,Which dynasty first established the money economy?,the Zhou dynasty,M
/chinese_dynasties/Han_dynasty.txt,What was reintroduced in 186 BC by Grand Empress Dowager Lü Zhi? ,government mint,H
/chinese_dynasties/Han_dynasty.txt,"What is the Chinese translation of the title ""emperor""?",Huangdi,M
/chinese_dynasties/Han_dynasty.txt,Who appointed the victor of the Chu-Han Contention?,Xiang Yu,M
/chinese_dynasties/Han_dynasty.txt,How much heavier is wuzhu compared to the coins that Emperor Wen allowed private minters to manufacture in 175 BC?,0.6g,H
/chinese_dynasties/Han_dynasty.txt,Are commanderies  larger than counties in the Han empire?,Yes,M
/chinese_dynasties/Han_dynasty.txt,Was the northern Korean Peninsula once part of the Han dynasty?,Yes,M
/chinese_dynasties/Han_dynasty.txt,Was Han dynasty before the Three Kingdoms period?,Yes.,M
/chinese_dynasties/Han_dynasty.txt,How long did Zhang Qian’s travels take? ,14 years,M
/chinese_dynasties/Han_dynasty.txt,Was outlawing slavery an unsuccessful reform in Xin dynasty?,Yes.,H
/chinese_dynasties/Han_dynasty.txt,"Was Wang Mang the  first empress, then empress dowager, and finally grand empress dowager during the reigns of the Emperors Yuan?",No,H
/chinese_dynasties/Han_dynasty.txt,When did the Han court establish four new frontier commanderies to consolidate their control of the northwestern territory?,111 BC,H
/chinese_dynasties/Han_dynasty.txt,Who is Cao Pi?,king of Wei,M
/chinese_dynasties/Han_dynasty.txt,Which king did the Han court not replace by 196 BC?,Changsha,H
/chinese_dynasties/Han_dynasty.txt,Did the Reformists in the Han dynasty promote an aggressive foreign policy?,No,H
/chinese_dynasties/Han_dynasty.txt,Was Dong Zhongshu a Confucianism scholar?,Yes.,M
/chinese_dynasties/Han_dynasty.txt,What territories did Modu Chanyu control by the end of his reign?,"Manchuria, Mongola and the Tarim Basin.",H
/chinese_dynasties/Han_dynasty.txt,Why did China's first imperial dynasty collapse?,Rebellion,H
/chinese_dynasties/Han_dynasty.txt,Did Emperor Wu influence the conflicts between the Han dynasty and Xiongnu?,Yes,M
/chinese_dynasties/Han_dynasty.txt,Were marriages highly ritualized amongst the wealthy in the Han era?,Yes,H
/chinese_dynasties/Han_dynasty.txt,Did the types of clothing worn and the materials used during the Han period vary much?,Yes,M
/chinese_dynasties/Han_dynasty.txt,Why did families throughout Han China made ritual sacrifices of animals and food to deities?,They believed that these items could be utilized by those in the spiritual realm.,H
/chinese_dynasties/Han_dynasty.txt,How did Han scholars such as Jia Yi potray the previous dynasty?,As a brutal regime,M
/chinese_dynasties/Han_dynasty.txt,Where was Huhanye Chanyu's rival claimant to the throne killed?,"In modern Taraz, Kazakhstan.",H
/chinese_dynasties/Han_dynasty.txt,Was Han China’s first imperial dynasty?,No,M
/chinese_dynasties/Han_dynasty.txt,Were the Han dynasty and the Xiongnu friendly?,No,M
/chinese_dynasties/Han_dynasty.txt,Is Qin Shi Huang  the second emperor of the Qin dynasty?,No,H
/chinese_dynasties/Han_dynasty.txt,Which emperor defeated the Xiongnu?,Emperor Wu.,M
/chinese_dynasties/Han_dynasty.txt,Is it thought that Shennong Ben Cao Jing medical text was compiled by two people’s collaboration?,Yes,M
/chinese_dynasties/Han_dynasty.txt,In which Chinese Dynasty the three-legged iron seed drill was invented in?,The Han dynasty,H
/chinese_dynasties/Han_dynasty.txt,Is the White Horse temple China's first known buddhist temple?,Yes,M
/chinese_dynasties/Han_dynasty.txt,Did the Spring and Autumn period span 241 years? ,Yes,M
/chinese_dynasties/Han_dynasty.txt,"According to Confucian family norms, were family members treated equally?",No,M
/chinese_dynasties/Han_dynasty.txt,Who killed Huhanye's rival claimant to the throne?,Han forces,M
/chinese_dynasties/Han_dynasty.txt,When did Qing Dynasty fall?,1912 AD,M
/chinese_dynasties/Han_dynasty.txt,Were Buddhist monks included with the foreign travelers to Eastern-Han China?,Yes,M
/chinese_dynasties/Han_dynasty.txt,Which Emperor of the Han dynasty encouraged nominees for office to receive education at the Imperial University in 136 BCE?,Emperor Wu,H
/chinese_dynasties/Han_dynasty.txt,Was Han dynasty after Qin dynasty?,Yes.,M
/chinese_dynasties/Han_dynasty.txt,Which Emperor of the Han dynasty established the Imperial University in 124 BCE?,Emperor Wu,H
/chinese_dynasties/Han_dynasty.txt,The Han dynasty was succeeded by what?,The Three Kingdoms period,M
/chinese_dynasties/Han_dynasty.txt,Did science see a huge step back during the Han dynasty?,No.,M
/chinese_dynasties/Han_dynasty.txt,Which dynasty the Xin dynasty interrupted in 9 AD?,The Han dynasty,H
/chinese_dynasties/Han_dynasty.txt,Who was initially winning in the conflict betweeo Xiongnu and the Hans dynasty?,The Xiongnu.,H
/chinese_dynasties/Han_dynasty.txt,Who was preceded by the Qin dynasty?,The Han dynasty,H
/chinese_dynasties/Han_dynasty.txt,Was Wang Mang successful in outlawing slavery?,No,H
/chinese_dynasties/Han_dynasty.txt,Is the White Horse Temple China’s second known Buddhist temple?,No,M
/chinese_dynasties/Han_dynasty.txt,What is the modern name for the city of Chang'an?,Xi'an,M
/chinese_dynasties/Han_dynasty.txt,Was Xin dynasty after Chu-Han contention?,Yes.,H
/chinese_dynasties/Han_dynasty.txt,Which system switched the positions of furrows and ridges between growing seasons?,Daitianfa,H
/chinese_dynasties/Han_dynasty.txt,"After the imperial court enacted a series of reforms beginning in 145 BC, who was responsible for appointing the Kings’ staff?",The imperial court,H
/chinese_dynasties/Han_dynasty.txt,For how long was Han a de facto inferior and vassal partner of Xiongnu? ,67 years,H
/chinese_dynasties/Han_dynasty.txt,"Who was ranked higher in the social hierarchy, farmers, or tenants?",farmers,H
/chinese_dynasties/Han_dynasty.txt,What was considered dishonorable during marriages in the Han era?,"A lack of betrothal gifts, known as bridewealth and dowry",H
/chinese_dynasties/Han_dynasty.txt,Did multiple generations of extended family members did not occupy the same house in the Han era?,No,M
/chinese_dynasties/Han_dynasty.txt,Was the nationalization of iron industries in the Han dynasty permanent?,No,M
/chinese_dynasties/Han_dynasty.txt,Did the Xiongnu defeat the Hans?,No,M
/chinese_dynasties/Han_dynasty.txt,Has modern northern Sichuan ever had rebellion?,Yes,M
/chinese_dynasties/Han_dynasty.txt,Yang Xiong made advancements in what field during the Han dynasty?,Philosophy,H
/chinese_dynasties/Han_dynasty.txt,Did the Han dynasty force commoners to move to frontiers?,No,M
/chinese_dynasties/Han_dynasty.txt,When was the court conference that convinced the majority that the Xiongnu realm will fall into chaos? ,134 BC,H
/chinese_dynasties/Han_dynasty.txt,How long did Emperor Wu's liquor monopoly last?,3 years,M
/chinese_dynasties/Han_dynasty.txt,Did women work and make money?,Yes.,M
/chinese_dynasties/Han_dynasty.txt,Did the early Western Han court simultaneously accept multiple philosophical teachings in making state decisions and shaping government policy?,Yes,M
/chinese_dynasties/Han_dynasty.txt,Is the reason the Han dynasty is split into Western and Eastern Han is because of the Xin dynasty?,Yes.,H
/chinese_dynasties/Han_dynasty.txt,Did Emperor Wu annex Nanyue before annexing Dian?,Yes,M
/chinese_dynasties/Han_dynasty.txt,When did Qin Shi Huang die? ,211 BC,H
/chinese_dynasties/Han_dynasty.txt,How long did Wang Mang’s Xin dynasty last? ,14 years,M
/chinese_dynasties/Han_dynasty.txt,Was Chu-Han contention before the Han dynasty?,Yes.,M
/chinese_dynasties/Han_dynasty.txt,Was the Yellow River split into three new branches?,No,M
/chinese_dynasties/Han_dynasty.txt,How many peroids did Han dynasty have,two,H
/chinese_dynasties/Han_dynasty.txt,Did the Han dynasty see an increase in agricultural slaves?,Yes,M
/chinese_dynasties/Han_dynasty.txt,Who generally ruled Han society?,The emperor,M
/chinese_dynasties/Han_dynasty.txt,Were ducks among the Domesticated animals that were eaten during Han?,Yes,M
/chinese_dynasties/Han_dynasty.txt,How much extra poll tax does merchants need to pay compared to adult men?,120 coins,H
/chinese_dynasties/Han_dynasty.txt,Could the emperor be a child in the Han dynasty?,Yes,H
/chinese_dynasties/Han_dynasty.txt,Was wheat among the most common staple crops consumed during Han?,Yes,M
/chinese_dynasties/Han_dynasty.txt,What is the capital of the reunified empire under Han known as today?,Xi'an,M
/chinese_dynasties/Han_dynasty.txt,What were commonly eaten fruits and vegetables during Han?,"Chestnuts, pears, plums, peaches, melons, apricots, strawberries, red bayberries, jujubes, calabash, bamboo shoots, mustard plant, and taro",M
/chinese_dynasties/Han_dynasty.txt,What’s the time difference between Taichu calendar and Sifen Calendar?,0.00016 days,H
/chinese_dynasties/Han_dynasty.txt,"According to the Families throughout Han China, How many parts does a soul have?",2,H
/chinese_dynasties/Han_dynasty.txt,The Han dynasty was preceded by what?,The short-lived Qin dynasty (221–207 BC) and a warring interregnum known as the Chu–Han contention (206–202 BC),M
/chinese_dynasties/Han_dynasty.txt,What was the core idea of governing the country in the Han Dynasty after Emperor Wu?,Confucianism.,M
/chinese_dynasties/Han_dynasty.txt,Who expanded Han territory into the northern Korean Peninsula in 108 BC?,Emperor Wu,H
/chinese_dynasties/Han_dynasty.txt,In which year did Han dynasty have the upper hand in conflict with Xiongnu?,133 BC.,H
/chinese_dynasties/Han_dynasty.txt,Did the Qing dynasty fall in 1950 AD?,No,M
/chinese_dynasties/Han_dynasty.txt,Was Cai Lun 55 years old when he invented the standard papermaking process?,Yes,M
/chinese_dynasties/Han_dynasty.txt,What industries were nationalized as a result of the economic growth of the Han dynasty?,Salt and Iron industry.,H
/chinese_dynasties/Han_dynasty.txt,What are examples of wealthy clothes during the Han period?,"Silk robes, skirts, socks, and mittens, coats made of badger or fox fur, duck plumes, and slippers with inlaid leather, pearls, and silk lining",H
/chinese_dynasties/Han_dynasty.txt,Who was the first emperor of the Qin dynasty?,Qin Shi Huang.,M
/chinese_dynasties/Han_dynasty.txt,How long did Dong Zhongshu live? ,75 years,M
/chinese_dynasties/Han_dynasty.txt,Could slaves in the Han dynasty come and go from their master's home as they pleased?,No,H
/chinese_dynasties/Han_dynasty.txt,How many imperial dynasties were before Han?,One,H
/chinese_dynasties/Han_dynasty.txt,How long did Confucius live?,72 years,M
/chinese_dynasties/Han_dynasty.txt,When did the Han court establish the Wuwei frontier commandery?,111 BC,H
/chinese_dynasties/Han_dynasty.txt,How long did the Western Han dynasty last? ,211 years ,M
/chinese_dynasties/Han_dynasty.txt,How many massive floods happened during Wang’s regime? ,2,M
/chinese_dynasties/Han_dynasty.txt,What is an earthquake weathervane able to do?,It is able to detect the exact cardinal or ordinal direction of earthquakes from hundreds of kilometers away,M
/chinese_dynasties/Han_dynasty.txt,What duty did the kings lose in 145 BC?,Appointing their own staff,H
/chinese_dynasties/Han_dynasty.txt,Was the semiautonomous kingdoms larger than the centrally controlled commanderies by the beginning of the Western Han?,Yes,H
/chinese_dynasties/Han_dynasty.txt,Does the oldest surviving wooden halls in China date to the Han dynasty?,No,M
/chinese_dynasties/Han_dynasty.txt,What made Han forces' military campaigns enhance economic prosperity?,Silk Road,H
/chinese_dynasties/Han_dynasty.txt,Was Qin Shi Huang died in 221-207 BC?,Yes.,H
/chinese_dynasties/Han_dynasty.txt,Were animal bones among the typical ancient Chinese writing materials in the 1st millennium BC?,Yes,M
/chinese_dynasties/Han_dynasty.txt,Was Liuxiu an emperor of the Eastern Han?,Yes.,M
/chinese_dynasties/Han_dynasty.txt,What were the materials that the peasants wore in the Han dynasty?,"hemp, wool, and ferret skins",H
/indian_states/Punjab.txt,Which empire ruled the Punjabi region directly before the British?,Sikh ,M
/indian_states/Punjab.txt,Is Panjab known as place where growing crops is difficult?,No,M
/indian_states/Punjab.txt,Which war marked the end of the Sikh empire in Punjab?,the Second Anglo-Sikh War,M
/indian_states/Punjab.txt,How long did the Indus Valley Civilization flourish at ancient period?,"1,000 years",M
/indian_states/Punjab.txt,Did the Mughals came to power in 800 B.C.?,No,H
/indian_states/Punjab.txt,Which countries is Punjab part of?,Pakistan and India,M
/indian_states/Punjab.txt,What inflences the agriculture in Punjab greatly?,The climate,M
/indian_states/Punjab.txt,Was Sihikism accepted by the other religions?,yes,M
/indian_states/Punjab.txt,Is it true that a majority of Indian Punjabis are Sunni Muslims?,No,H
/indian_states/Punjab.txt,How many rivers and mountain make up the boundary of the Punjab Province?,3,H
/indian_states/Punjab.txt,What religion was practiced before Buddhism and Jainism in the Punjabi region?,Hinduism,H
/indian_states/Punjab.txt,Are the civil unrest and the shift towards religious homogeneity two major consequence of partition?,Yes,H
/indian_states/Punjab.txt,When is the monsoon season in Punjab?,from Jupy to September,H
/indian_states/Punjab.txt,Which continent is Punjab located?,Asia,H
/indian_states/Punjab.txt,When did Alexander the Great invade Punjab?,326 BCE,M
/indian_states/Punjab.txt,Who established the Gujarat Sultanate in 1407?,Sultan Muzaffar Shah I,M
/indian_states/Punjab.txt,Did the Hundu Shahi rule much of Punjab and eastern Afghanistan in the ninth century?,Yes,M
/indian_states/Punjab.txt,Around when did the first civilizations arise in the Punjabi Region?,3000 B.C.,M
/indian_states/Punjab.txt,How did Multan become the center of Islam?,Because the Umayyad conquered the region and Islam emerged powerful,H
/indian_states/Punjab.txt,What is the name of the war that began after the British annexation of Punjab in 1849?,the First and Second Anglo-Sikh Wars,M
/indian_states/Punjab.txt,To which river do the 5 rivers of Panjab act as tributaries to?,Indus River,M
/indian_states/Punjab.txt,Is there a city in the Punjab region with a bigger population than Lahore?,No,M
/indian_states/Punjab.txt,When was Islam first practiced in the Punjabi region?,800 A.D.,M
/indian_states/Punjab.txt,Is Hindus a significant minority faith of Pakistani Punjabis?,Yes,M
/indian_states/Punjab.txt,Is climate important for Punjab's agriculture?,Yes,M
/indian_states/Punjab.txt,Did Khizr Khan travel to Samarkand?,Yes,H
/indian_states/Punjab.txt,What is the largest city in the Punjab? ,Lahore,M
/indian_states/Punjab.txt,Is it true that most of Pakistani Punjabis are Shia Muslims?,No,M
/indian_states/Punjab.txt,Why was British India formed?,Because the British annexed the Punjab,H
/indian_states/Punjab.txt,The boundaries of what region are ill-defined and focus on historical accounts,Punjab,M
/indian_states/Punjab.txt,Did Indian independence movement create a division between the rich and the middle and lower classes?,Yes,H
/indian_states/Punjab.txt,What is the second most common religion in Indian Punjab?,Hinduism,H
/indian_states/Punjab.txt,Did Mughul rule come after the Gupta Empire in the timeline of Punjab?,Yes,H
/indian_states/Punjab.txt,Is Sufism well-established in Punjab?,Yes,M
/indian_states/Punjab.txt,What kind of language do Punjabi people speak?,Indo-Aryan Punjabi language,M
/indian_states/Punjab.txt,Which city became a center of the Ismaili sect of Islam after the Umayyad caliphate conquered the region in 711 AD?,the city of Multan,M
/indian_states/Punjab.txt,Which province was a new provinced established in 1901?,the Norht-West Frontier Province ,H
/indian_states/Punjab.txt,Do children work in Punjab?,yes,M
/indian_states/Punjab.txt,Are all modern Punjabis Sunni Muslim?,no,M
/indian_states/Punjab.txt,The rivers referenced in the meaning of Punjab are tributaries of which river?,The Indus River,H
/indian_states/Punjab.txt,What is the meaning of the first word part of the Persian original word of Punjab?,five,M
/indian_states/Punjab.txt,Which language did Punjabi people speak?,Indo-Aryan Punjabi language,M
/indian_states/Punjab.txt,Did the Indus Valley Civilization flourish from 9000 B.C?,No,M
/indian_states/Punjab.txt,What ethnolinguistic group is the majority in Pakistan?,Punjabi Muslims,H
/indian_states/Punjab.txt,What is the meaning of the second word part of the Persian original word of Punjab?,water,M
/indian_states/Punjab.txt,How does Punjab contribute to India and Pakistan's economy?,agriculture,M
/indian_states/Punjab.txt,Is Punjabi still used today?,Yes,M
/indian_states/Punjab.txt,Whose kingdom spanned between rivers Hydaspes and Acesines?,King Porus,M
/indian_states/Punjab.txt,Which cities in Punjab have a city-proper population of over a million?,"Faisalabad, Rawalpindi, Gujranwala, Multan, Ludhiana, Amritsar, Jalandhar, Chandigarh, and Lahore",H
/indian_states/Punjab.txt,How long did the Turkic Ghaznavids in the tenth century ruled after overthrew the Hindu Shahis?,157 years,M
/indian_states/Punjab.txt,What empire existed in the Punjab between 1799 and 1849?,the Sikh empire,H
/indian_states/Punjab.txt,What half of the Punjab province became part of India at the time of partition in 1947? ,East Punjab,H
/indian_states/Punjab.txt,In which months does Punjab get the most rainfall?,July to September,M
/indian_states/Punjab.txt,Are fruits grown in the Punjabi region?,Yes,M
/indian_states/Punjab.txt,Was Punjab divided into two parts in 1940?,No,M
/indian_states/Punjab.txt,Does the Punjab region of India and Pakistan have a historical and cultural link to Americans?,No,M
/indian_states/Punjab.txt,"According to Richard M. Eaton, who is the father of Khizr Khan?",Punjabi chieftain,M
/indian_states/Punjab.txt,Did the Mughals take control of the Punjab region from the Mughals?,No,M
/indian_states/Punjab.txt,Is there a hot season and monsoon season in the Punjab region?,Yes,H
/indian_states/Punjab.txt,Which massacre in Punjab bolstered the Indian independence movement?,Jallinanwala,M
/indian_states/Punjab.txt,Between what years was the punjab insurgency?,1973-1995,M
/indian_states/Punjab.txt,Which war ended the Sikh empire established by Maharaja Ranjit Singh?,Second Anglo-Sikh War,H
/indian_states/Punjab.txt,Who is the Mughal empire in the period 1645-1656 during the Mughal era?,Saadullah Khan,M
/indian_states/Punjab.txt,Does over a quarter of people in the Punjab region of Pakistan work in agriculture?,Yes,H
/indian_states/Punjab.txt,When did Sikh Empire stopped ruling the Punjab?,1849,M
/indian_states/Punjab.txt,What was Punjab's capital when Saadullah Khan was Grand vizierv of the Mughal empire?,Lahore,H
/indian_states/Punjab.txt,Which mountain ranges are to the north of Punjab?,Himalayan ranges,M
/indian_states/Punjab.txt,How many years did Turkic Ghaznavids ruled Hindu Shahis?,157,M
/indian_states/Punjab.txt,Did the Mughals once control the Punjab?,Yes,M
/indian_states/Punjab.txt,Is Punjab the richest large state in India?,No,M
/indian_states/Punjab.txt,Did east Punjab become part of India in 1947?,Yes,M
/indian_states/Punjab.txt,"According to Strabo, how many cities did King Porus's territory contain? ",300,H
/indian_states/Punjab.txt,"Are wheat, rice, and cotton crops grown in the Punjabi region?",Yes,M
/indian_states/Punjab.txt,Who did the Punjabi region ally with and provide resources to during World War I?,the British,H
/indian_states/Punjab.txt,Are vegetables grown in the Punjabi region?,Yes,M
/indian_states/Punjab.txt,Did Sikhism convert significant Muslims and Hindus in the Punjab region? ,Yes,H
/indian_states/Punjab.txt,Does Panjab produce significant amounts of food?,Yes,M
/indian_states/Punjab.txt,Punjab's foodgrain production has given the state what nickname?,The Bread Basket of India,M
/indian_states/Punjab.txt,Did the Mughals control the Punjab region after the Sikh Empire?,No,H
/indian_states/Punjab.txt,"When was Indian Punjab divided into Punjab, Haryana, and Himachal Pradesh?",1966,M
/indian_states/Punjab.txt,Did Christiannity largely replace Buddism in Punjab?,No,H
/indian_states/Punjab.txt,Why did Afghan take over?,The Mughal power weakened,M
/indian_states/Punjab.txt,Which Indian state has five rivers based on its name?,Punjab,M
/indian_states/Punjab.txt,What is the major religious group in Pakistan,Punjabi Muslims,H
/indian_states/Punjab.txt,Is a lot of the religious diversity within Punjabis a recent change?,no,M
/indian_states/Punjab.txt,What is the historical and current capital of Punjab?,Lahore,M
/indian_states/Punjab.txt,What was last major region of India to be annexed by Britain?,Punjab,M
/indian_states/Punjab.txt,Why was Punjab important to Britain?,rich farmlands,M
/indian_states/Punjab.txt,Was the Reign of Ashoka before the Rise of the Sakas?,Yes,M
/indian_states/Punjab.txt,What is Hinduism largely shaped by?,The Vedic religion,H
/indian_states/Punjab.txt,Is Jhelum the largest tributary of the Indus?,No,H
/indian_states/Punjab.txt,Is Punjab in the southern part of India?,No,M
/indian_states/Punjab.txt,Which five rivers are there in Punjab?,"Jhelum, Chenab, Ravi, Sutlej, and Beas",H
/indian_states/Punjab.txt,Is it true that most of Indian Punjabis are Shia Muslims?,No,H
/indian_states/Punjab.txt,Who got control of the Punjab region after the Sikh Empire?,the British,M
/indian_states/Punjab.txt,In which year did the Jallianwala massacre take place?,1919,H
/indian_states/Punjab.txt,Have the boundaries of the Punjab region changed many times throughout history?,Yes,M
/indian_states/Punjab.txt,Is it true that a majority of Indian Punjabis are Sikh?,Yes,H
/indian_states/Punjab.txt,Was the Islam Shah Suri after Mughal rule?,Yes,M
/indian_states/Punjab.txt,Why are there so many ethnic groups that make up the Punjab?,Because of several invasions,M
/indian_states/Punjab.txt,What are some of the religious traditions of Punjabi Muslims and Hindus?,"Hindu festivals, New year's day of Hindus,Baisakhi, and Tazias",H
/indian_states/Punjab.txt,Did the Vedic religion influence Hinduism?,Yes,M
/indian_states/Punjab.txt,Is Christianity present in Pakistani Punjab?,Yes,M
/indian_states/Punjab.txt,Was the Punjab region one of the earliest areas to be become urbanized?,Yes,M
/indian_states/Punjab.txt,Is the Punjabi language used in education and administration in Pakistani Punjab?,No,M
/indian_states/Punjab.txt,Was Muslim the first religion practiced by Punjabis?,no,M
/indian_states/Punjab.txt,Is there more than one religion present in the Punjabi region?,Yes,H
/indian_states/Punjab.txt,Which dynasty emerged in the Punjab in ninth century?,the Hindu Shahi dynasty ,M
/indian_states/Punjab.txt,Is Punjab in the southern part of India?,No,M
/indian_states/Punjab.txt,Is true that Islam is the second most common religion in Indian Punjab?,No,H
/indian_states/Punjab.txt,The predominant ethnolinguistic group of the Punjab region is the Punjabi people who speak English,No,M
/indian_states/Punjab.txt,When was India partitioned?,1947,M
/indian_states/Punjab.txt,Do more people in modern day Pakistan practice Sunni Muslim religion than Shia Muslim?,Yes,M
/indian_states/Punjab.txt,When did the British annex Punjab?,1849,M
/indian_states/Punjab.txt,What ancient Hindu epic chronicles the history of dynasties in the Punjab?,the Mahabharata,M
/indian_states/Punjab.txt,Did the Mongols invade the Punjab region?,Yes,M
/indian_states/Punjab.txt,Do the religious majorities of Panjab vary by region?,Yes,H
/indian_states/Punjab.txt,What countries make up the Punjab region?,Pakistan and India,M
/indian_states/Punjab.txt,Did the Punjab region continuously flourish?,no,M
/indian_states/Punjab.txt,Which group of people emerged as the major power in southern Punjab after the Umayyad caliphate conquered the region?,Islam,M
/indian_states/Punjab.txt,In what way is Punjabi the major language?,It has official status and is used in education and administration,H
/languages/Arabic_language.txt,Is Classical Arabic considered Standard Arabic?,Yes,M
/languages/Arabic_language.txt,Why has the influence of Arabic has been most important in Islamic countries?,"it is the language of the Islamic sacred book, the Quran",M
/languages/Arabic_language.txt,What caused Egypt to push for an Egyptianization of the Arabic language?,Colonialism,H
/languages/Arabic_language.txt,What is the Arabic term for the process of giving a new shade of meaning to an old classical word?,Tawleed,M
/languages/Arabic_language.txt,Was the Arabic Academies first established in Damascus?,Yes,M
/languages/Arabic_language.txt,What do the dialects of Arabic have in common with the Romance languages?,How they differ between each other,H
/languages/Arabic_language.txt,Did Arabic emerge after the 4th century CE?,No,M
/languages/Arabic_language.txt,How many people outside of Egypt speak the dialect of Egyptian Arabic?,2 million,H
/languages/Arabic_language.txt,How many people speak Levantine Arabic?,21 million people,M
/languages/Arabic_language.txt,Which languages are the official language of more states than Arabic?,English and French,H
/languages/Arabic_language.txt,What is the Islamic sacred book called?,The Quran,M
/languages/Arabic_language.txt,Is the energetic mood used in Classical Arabic?,Yes.,H
/languages/Arabic_language.txt,Where is the lowest-value position placed on Arabic numerals?,The right,H
/languages/Arabic_language.txt,Can the Romance languages be linguistically considered separate languages?,Yes.,H
/languages/Arabic_language.txt,Does Modern Standard Arabic have five pure vowels?,No,M
/languages/Arabic_language.txt,Arabic is an important language to what religion?,Islam,H
/languages/Arabic_language.txt,Where is the newspaper La Syrie headquartered?,Beirut,M
/languages/Arabic_language.txt,What religion is Arabic commonly associated with?,Islam,H
/languages/Arabic_language.txt,Is Arabic related to languages in the subgroups of the Semitic language group?,Yes.,M
/languages/Arabic_language.txt,What important figurative device was introduced to poetry by the Quran?,Repetition,H
/languages/Arabic_language.txt,Which language is derived from Arabic but uses Latin letters?,Maltese,M
/languages/Arabic_language.txt,What year was the Amiri Press first established?,1819,M
/languages/Arabic_language.txt,How long did the Romance languages take to diverge?,2000 years,M
/languages/Arabic_language.txt,Is Ancient North Arabian a dialect of Arabic?,No,H
/languages/Arabic_language.txt,What official languages are used in more states then Arabic?,English and French.,M
/languages/Arabic_language.txt,Is Al-Khalil ibn Ahmad al-Farahidithe first Arabic Dictionry Compiler?,Yes,M
/languages/Arabic_language.txt,Who was the chairman of the Writing and Grammar Committee for the Arabic Language Academy of Cairo in 1944?,Abd Al-Aziz Fahmi,M
/languages/Arabic_language.txt,How was the Quran written?,In a simple and understandable format,M
/languages/Arabic_language.txt,When was Abu al-Aswad al-Du'ali born?,603,M
/languages/Arabic_language.txt,Does Classical Arabic largely share much of the same grammatical standars as Modern Standard Arabic?,Yes.,M
/languages/Arabic_language.txt,How many variants of Arabic arised in the Hejaz during late pre-Islamic times,two,H
/languages/Arabic_language.txt,When was Lisān al-ʿArab written?,1290,M
/languages/Arabic_language.txt,How many morae are needed for a syllable type to be a heavy syllable?,Two,M
/languages/Arabic_language.txt,Has anyone ever standardized Arabic grammar?,Yes.,M
/languages/Arabic_language.txt,What book served as inspiration to Islamic poets?,The Quran,M
/languages/Arabic_language.txt,What is the language root of Arabic?,Semitic language ,M
/languages/Arabic_language.txt,Does Arabic have an alphabet?,Yes,M
/languages/Arabic_language.txt,Does Modern Standard Arabic have more pure vowels than most modern dialects?,no,M
/languages/Arabic_language.txt,Do more states have Arabic or English as an official language?,English,M
/languages/Arabic_language.txt,What are Romance languages often compared to?,Arabic,M
/languages/Arabic_language.txt,What are the three most useful language for business?,"English, Standard Mandarin Chinese, and French",M
/languages/Arabic_language.txt,What are the two kinds of syllables?,open and closed,M
/languages/Arabic_language.txt,May a final short vowel be stressed?,No,M
/languages/Arabic_language.txt,What type of passive was formed by the addition of endings to the mood forms?,Internal,M
/languages/Arabic_language.txt,What do the terms Safaitic and Hismaic mean?,Old Arabic,M
/languages/Arabic_language.txt,What language is the Quran written in?,Arabic,M
/languages/Arabic_language.txt,How many official languages does the United Nations recognize?,Six,M
